game_A,game_B,genre_sama,persen_laku_A,jumlah_pembeli_A,jumlah_pembeli_B,jumlah_beli_keduanya,persen_bundling
Minecraft: Playstation3 Edition,"Monstres & Cie L,Île De L,Épouvante",Unknown,0.42,21,64,3,14.29
Minecraft: Playstation3 Edition,Super Fruitfall,Unknown,0.42,21,40,3,14.29
Minecraft: Playstation3 Edition,Spare Parts,Unknown,0.42,21,24,3,14.29
Minecraft: Playstation3 Edition,Ace Armstrong / Stellar Attack Bundle,Unknown,0.42,21,46,3,14.29
Minecraft: Playstation3 Edition,Démo The Last Guy,Unknown,0.42,21,22,3,14.29
Minecraft: PlaystationVita Edition,Deep Ones,"Adventure, Arcade",0.24,12,44,5,41.67
Minecraft: PlaystationVita Edition,Marvin'S Maze,Arcade,0.24,12,101,4,33.33
Minecraft: PlaystationVita Edition,VelocityUltra,Arcade,0.24,12,54,3,25.0
Minecraft: PlaystationVita Edition,Doki-Doki Universe,Adventure,0.24,12,141,3,25.0
Minecraft: PlaystationVita Edition,Vostok Inc.,Arcade,0.24,12,36,3,25.0
Minecraft: PlaystationVita Edition,Ninja Gaiden Sigma Plus,Adventure,0.24,12,54,3,25.0
Minecraft: PlaystationVita Edition,Awesome Summer Minis Bundle,"Adventure, Arcade",0.24,12,154,3,25.0
Minecraft: PlaystationVita Edition,Furmins Full Game + Bonus World,Arcade,0.24,12,26,3,25.0
Minecraft: PlaystationVita Edition,Heracles Chariot Racing,Arcade,0.24,12,116,3,25.0
Minecraft: PlaystationVita Edition,Habroxia 2,Arcade,0.24,12,49,3,25.0
Minecraft: PlaystationVita Edition,Time Soldiers,Arcade,0.24,12,99,3,25.0
Minecraft: PlaystationVita Edition,Nuclear Throne,Arcade,0.24,12,33,3,25.0
Minecraft: PlaystationVita Edition,Breakquest: Extra Evolution,"Adventure, Arcade",0.24,12,91,3,25.0
Minecraft: PlaystationVita Edition,Psycho Soldier,Arcade,0.24,12,49,3,25.0
Minecraft: PlaystationVita Edition,Rock Boshers Dx: Director'S Cut Soundtrack,Arcade,0.24,12,29,3,25.0
Minefield,Nascar 25,"Simulator, Sport",0.96,48,21,4,8.33
Minefield,Pure Hold'Em World Poker Championship,Strategy,0.96,48,29,4,8.33
Minefield,Cats And Seek : Osaka,"Card & Board Game, Puzzle",0.96,48,39,4,8.33
Minefield,Tour De France 2022,"Simulator, Sport, Strategy",0.96,48,44,3,6.25
Minefield,Nba Bounce,Arcade,0.96,48,40,3,6.25
Minefield,Saturday Morning Rpg: It'S So Bad Edition,"Sport, Strategy",0.96,48,23,3,6.25
Minefield,The Legend Of Tianding,Arcade,0.96,48,64,3,6.25
Minefield,Rez Infinite,Arcade,0.96,48,45,3,6.25
Minefield,Teenage Mutant Ninja Turtles: Shredder'S Revenge,Arcade,0.96,48,29,3,6.25
Minefield,Rookie Basketball Shoots,"Simulator, Sport",0.96,48,25,3,6.25
Minefield,Mimi The Cat: New Friends,Puzzle,0.96,48,28,3,6.25
Minefield,The Solitaire Conspiracy,"Card & Board Game, Puzzle, Simulator, Strategy",0.96,48,25,3,6.25
Minefield,Jewel Match Solitaire: Winterscapes 2 Collector'S Edition,"Card & Board Game, Puzzle",0.96,48,16,3,6.25
Minefield Combat,Cycle Chaser H-5,Shooter,0.36,18,23,4,22.22
Minefield Combat,Fusion Paradox,Shooter,0.36,18,29,3,16.67
Mineko'S Night Market,Yakuza: Like A Dragon Ps4 & Ps5,Unique,0.44,22,20,4,18.18
Mineko'S Night Market,Squarena,Unique,0.44,22,28,3,13.64
Mineko'S Night Market,Cookie Clicker,Unique,0.44,22,19,3,13.64
Mineko'S Night Market,Puzzling Places,Unique,0.44,22,22,3,13.64
Mineko'S Night Market,Trigger Witch Ps4 & Ps5,Unique,0.44,22,28,3,13.64
Mineko'S Night Market,Splash Cars Ps4 & Ps5,Unique,0.44,22,45,3,13.64
Mini Wheels Racers - Turbo Toy Playground,Racing Bros: Mafias Revenge,Racing,0.34,17,34,3,17.65
Mini Wheels Racers - Turbo Toy Playground,The Longest Road On Earth,Casual,0.34,17,46,3,17.65
Mini Wheels Racers - Turbo Toy Playground,Aery - Path Of Corruption,Casual,0.34,17,14,3,17.65
Mining Mechs Ps4 & Ps5,Hot Stakes Casino - American Roulette Ps4 & Ps5,"Family, Puzzle",0.54,27,27,3,11.11
Mining Mechs Ps4 & Ps5,Please Fix The Road,Puzzle,0.54,27,34,3,11.11
Mining Mechs Ps4 & Ps5,Froggie - A Retro Platformer Ps4 & Ps5,"Action, Family, Puzzle",0.54,27,25,3,11.11
Mining Mechs Ps4 & Ps5,Sugardew Island,Family,0.54,27,34,3,11.11
Mining Mechs Ps4 & Ps5,Dc Justice League : Chaos Cosmique,"Action, Family",0.54,27,22,3,11.11
Mining Mechs Ps4 & Ps5,Cat Needs Ps4 & Ps5,"Family, Puzzle",0.54,27,45,3,11.11
Mining Mechs Ps4 & Ps5,Missile Command Delta,Puzzle,0.54,27,24,3,11.11
Mining Mechs Ps4 & Ps5,Potion Craft: Alchemist Simulator,Puzzle,0.54,27,31,3,11.11
Minos Dungeon,Collie Call,"Casual, Puzzle",0.58,29,22,3,10.34
Minos Dungeon,Squab,Casual,0.58,29,23,3,10.34
Minos Dungeon,Buildest,Casual,0.58,29,33,3,10.34
Minos Dungeon,Bunny Cubed Ps4 & Ps5,"Casual, Puzzle",0.58,29,26,3,10.34
Minos Dungeon,White Shadows,Puzzle,0.58,29,18,3,10.34
Minos Dungeon,Glyphs Of Gitzan Ps4 & Ps5,"Casual, Puzzle",0.58,29,37,3,10.34
Minos Dungeon,Fit And Fry,"Casual, Puzzle",0.58,29,30,3,10.34
Minos Dungeon,A Frog'S Job Ps4 & Ps5,"Casual, Puzzle",0.58,29,26,3,10.34
Minos Dungeon,Once Upon A Katamari,Puzzle,0.58,29,20,3,10.34
Minos Dungeon,Agent Walker: Secret Journey,"Casual, Puzzle",0.58,29,25,3,10.34
Minutes,Brainpipe,"Arcade, Unique",1.02,51,161,13,25.49
Minutes,Russian Subway Dogs,"Arcade, Unique",1.02,51,61,10,19.61
Minutes,Breakquest: Extra Evolution - 500 Balls Bundle,"Arcade, Puzzle, Unique",1.02,51,43,10,19.61
Minutes,Aabs Animals,Unique,1.02,51,70,9,17.65
Minutes,Machinarium,Puzzle,1.02,51,66,9,17.65
Minutes,Semispheres,"Puzzle, Unique",1.02,51,33,9,17.65
Minutes,Stranded: A Mars Adventure,"Arcade, Unique",1.02,51,40,8,15.69
Minutes,Amnesia: Memories,Unique,1.02,51,27,8,15.69
Minutes,Ice Cream Surfer [Cross-Buy],Arcade,1.02,51,24,7,13.73
Minutes,Spiral Splatter,"Arcade, Puzzle, Unique",1.02,51,43,7,13.73
Minutes,Flower,Unique,1.02,51,129,6,11.76
Minutes,Pulzar,Puzzle,1.02,51,31,6,11.76
Minutes,Claire: Extended Cut,Unique,1.02,51,51,6,11.76
Minutes,Energy Balance,Puzzle,1.02,51,73,5,9.8
Minutes,Energy Invasion,Arcade,1.02,51,63,5,9.8
Mirage: Ignis Fatuus,Yooka-Replaylee,"Adventure, Indie, Platform",0.42,21,18,4,19.05
Mirage: Ignis Fatuus,Born Of Bread,"Adventure, Indie, Platform",0.42,21,18,4,19.05
Mirage: Ignis Fatuus,Zombfarm Ps4 & Ps5,"Adventure, Puzzle",0.42,21,28,3,14.29
Mirage: Ignis Fatuus,Besiege,Puzzle,0.42,21,26,3,14.29
Mirage: Ignis Fatuus,Farewell North,"Adventure, Indie, Platform, Puzzle",0.42,21,13,3,14.29
Mirage: Ignis Fatuus,Sable,"Adventure, Indie, Platform, Puzzle",0.42,21,21,3,14.29
Mirror 2 - Console Edition,Candylands Journey,Adventure,0.46,23,25,4,17.39
Mirror 2 - Console Edition,Atelier Marie Remake: The Alchemist Of Salburg (Ps4 & Ps5),RPG,0.46,23,15,3,13.04
Mirror 2 - Console Edition,Tales Of GracesF Remastered,"Adventure, RPG",0.46,23,24,3,13.04
Mirror'S Edge,Shapo,Puzzle,0.22,11,48,5,45.45
Mirror'S Edge,Might & Magic Clash Of Heroes,Puzzle,0.22,11,71,4,36.36
Mirror'S Edge,Marvin'S Maze,Puzzle,0.22,11,101,4,36.36
Mirror'S Edge,Super Motherload,"Action, Puzzle",0.22,11,48,4,36.36
Mirror'S Edge,Zuma'S Revenge!,Puzzle,0.22,11,25,4,36.36
Mirror'S Edge,Hohokum,"Action, Puzzle",0.22,11,134,3,27.27
Mirror'S Edge,Trailblazer,Puzzle,0.22,11,107,3,27.27
Mirror'S Edge,Lemmings,Puzzle,0.22,11,73,3,27.27
Mirror'S Edge,Mega Man 9,"Action, Puzzle",0.22,11,20,3,27.27
Mirror'S Edge,Edge,Puzzle,0.22,11,55,3,27.27
Mirror'S Edge,Crazy Machines Elements - Demo,Puzzle,0.22,11,24,3,27.27
Mirror'S Edge,Stardrone,"Action, Puzzle",0.22,11,29,3,27.27
Mirror'S Edge,Pac-Man Museum,Puzzle,0.22,11,26,3,27.27
Mirror'S Edge,Magic Orbz,Puzzle,0.22,11,19,3,27.27
Mirror'S Edge,The Trials Of Topoq,Puzzle,0.22,11,13,3,27.27
Mise À Jour Rainbow Moon Ps4,Shadowrun: Dragonfall - Director'S Cut,Strategy,0.26,13,25,4,30.77
Missile Command,Awesome Summer Minis Bundle,"Action, Shooter, Strategy",2.1,105,154,19,18.1
Missile Command,Tomb Raider Chronicles,"Shooter, Strategy",2.1,105,138,17,16.19
Missile Command,Floating Cloud God Saves The Pilgrims,"Shooter, Strategy",2.1,105,113,17,16.19
Missile Command,The 3Rd Birthday,"Shooter, Strategy",2.1,105,88,16,15.24
Missile Command,Sid Meier'S Pirates!,Strategy,2.1,105,160,16,15.24
Missile Command,Tom Clancy'S Rainbow Six,"Action, Shooter, Strategy",2.1,105,108,16,15.24
Missile Command,Bloons Td,Strategy,2.1,105,124,16,15.24
Missile Command,Zombie Tycoon (Français),Strategy,2.1,105,107,15,14.29
Missile Command,"Egypte, Les Bâtisseurs D'Empires",Strategy,2.1,105,64,14,13.33
Missile Command,Hotel Mogul,Strategy,2.1,105,125,14,13.33
Missile Command,Hoard,"Shooter, Strategy",2.1,105,213,14,13.33
Missile Command,Tom Clancy'S Rainbow Six Vegas,"Shooter, Strategy",2.1,105,84,14,13.33
Missile Command,Gta: Liberty City Stories,"Action, Shooter",2.1,105,78,14,13.33
Missile Command,Fieldrunners,Strategy,2.1,105,69,14,13.33
Missile Command,Alien Zombie Death,"Action, Shooter",2.1,105,92,13,12.38
Missile Command Delta,Turn To Mine,Puzzle,0.48,24,20,3,12.5
Missile Command Delta,Mail Time,"Adventure, Indie",0.48,24,25,3,12.5
Missile Command Delta,Spirit Of The Island,Adventure,0.48,24,42,3,12.5
Missile Command Delta,Karate Survivor,Indie,0.48,24,38,3,12.5
Missile Command Delta,Mining Mechs Ps4 & Ps5,Puzzle,0.48,24,27,3,12.5
Missile Command Delta,Legends Bmx,Indie,0.48,24,27,3,12.5
Missile Command Delta,Ixion,"Indie, Strategy",0.48,24,17,3,12.5
Missile Command Delta,Flame Keeper,"Adventure, Indie",0.48,24,25,3,12.5
Missing Banban,Umurangi Generation - Édition Spéciale,Adventure,0.38,19,37,4,21.05
Missing Parts,Shadow Tactics: Aiko'S Choice,Adventure,0.12,6,26,3,50.0
Mittelborg: City Of Mages,Culinary Cooking Master Simulator,Strategy,0.24,12,14,3,25.0
Mittelborg: City Of Mages,Dragons Vs. Balloons Td,Strategy,0.24,12,25,3,25.0
Mix Superstar,Beat Hazard Ultra,"Music, Rhythm",1.54,77,106,24,31.17
Mix Superstar,Hatsune Miku: Project Diva F - Démo Du Jeu,"Music, Rhythm",1.54,77,51,18,23.38
Mix Superstar,Boom Beats,"Music, Rhythm",1.54,77,158,17,22.08
Mix Superstar,Sound Shapes,"Music, Rhythm",1.54,77,96,17,22.08
Mix Superstar,Beat Sketcher,"Music, Rhythm",1.54,77,85,16,20.78
Mix Superstar,Hatsune Miku: Project Diva F,"Music, Rhythm",1.54,77,85,16,20.78
Mix Superstar,Hatsune Miku:Project Diva F 2Nd,"Music, Rhythm",1.54,77,87,15,19.48
Mix Superstar,.Detuned,"Music, Rhythm",1.54,77,65,14,18.18
Mix Superstar,Space Channel 5 Part 2,"Music, Rhythm",1.54,77,41,14,18.18
Mix Superstar,Umjammer Lammy,"Music, Rhythm",1.54,77,64,14,18.18
Mix Superstar,The Metronomicon: Slay The Dance Floor,"Music, Rhythm",1.54,77,66,14,18.18
Mix Superstar,Vibes,"Music, Rhythm",1.54,77,133,14,18.18
Mix Superstar,Everyone Sing,"Music, Rhythm",1.54,77,67,13,16.88
Mix Superstar,Child Of Eden,"Music, Rhythm",1.54,77,46,12,15.58
Mix Superstar,Rock Band 2,"Music, Rhythm",1.54,77,47,12,15.58
Mlb The Show 21 Ps5,Ea Sports Fc 24 Ps5,Sports,0.24,12,38,4,33.33
Mlb The Show 21 Ps5,Ea Sports Pga Tour,Sports,0.24,12,13,3,25.0
Mlb The Show 21 Ps5,Wreckfest Version Playstation5,Sports,0.24,12,43,3,25.0
Mlb The Show 21 Ps5,Everybody'S Golf 2 (Ps1),Sports,0.24,12,29,3,25.0
Mlb The Show 21 Ps5,Casual Challenge Players' Club Ps4 & Ps5,Sports,0.24,12,33,3,25.0
Mlb The Show 22 Sur Ps5,Everybody'S Golf 2 (Ps1),Sports,0.2,10,29,3,30.0
Mlb The Show 22 Sur Ps5,Tony Hawk'S Pro Skater 1 + 2 - Pack Cross-Gen Deluxe,Sports,0.2,10,23,3,30.0
Mlb The Show 22 Sur Ps5,Ping Pong Up,Sports,0.2,10,25,3,30.0
Mlb The Show 23 Sur Ps4,Baseball,Sports,0.24,12,10,3,25.0
Mlb The Show 23 Sur Ps5,Nba 2K24 Édition Kobe Bryant Pour Ps4,Sports,0.36,18,11,3,16.67
Modern Combat: Domination,Riff: Everyday Shooter,Shooter,0.36,18,62,4,22.22
Modern Combat: Domination,Sniper: Ghost Warrior,Shooter,0.36,18,62,4,22.22
Modern Combat: Domination,Resident Evil 4,"Action, Shooter",0.36,18,41,4,22.22
Modern Combat: Domination,Final Exam,Shooter,0.36,18,63,4,22.22
Modern Combat: Domination,Hoard,Shooter,0.36,18,213,3,16.67
Modern Combat: Domination,Beat Hazard Ultra,Shooter,0.36,18,106,3,16.67
Modern Combat: Domination,Hard Corps: Uprising,Shooter,0.36,18,56,3,16.67
Modern Combat: Domination,Far Cry 4,"Action, Shooter",0.36,18,52,3,16.67
Modern Combat: Domination,Missile Command,"Action, Shooter",0.36,18,105,3,16.67
Modern Combat: Domination,Tom Clancy'S Rainbow Six Vegas,Shooter,0.36,18,84,3,16.67
Modern Combat: Domination,Big Sky Infinity,Shooter,0.36,18,12,3,16.67
Modern Combat: Domination,Binary Domain,"Action, Shooter",0.36,18,16,3,16.67
Modern Combat: Domination,Resident Evil 6,"Action, Shooter",0.36,18,43,3,16.67
Modern Combat: Domination,Dead Space Extraction,"Action, Shooter",0.36,18,59,3,16.67
Modern Combat: Domination,Dungeon Defenders,Action,0.36,18,76,3,16.67
Modnation Racers [Psp],Atari Anniversary Edition,Arcade,1.12,56,241,14,25.0
Modnation Racers [Psp],101-In-1 Megamix [Psp],"Action, Arcade, Racing",1.12,56,122,14,25.0
Modnation Racers [Psp],Hoard,Arcade,1.12,56,213,13,23.21
Modnation Racers [Psp],Age Of Hammer Wars,"Action, Arcade",1.12,56,66,13,23.21
Modnation Racers [Psp],Farm Frenzy 3,Arcade,1.12,56,158,12,21.43
Modnation Racers [Psp],Heracles Chariot Racing,"Arcade, Racing",1.12,56,116,12,21.43
Modnation Racers [Psp],Brainpipe,"Action, Arcade",1.12,56,161,12,21.43
Modnation Racers [Psp],Crazy Taxi: Fare Wars,"Arcade, Racing",1.12,56,65,12,21.43
Modnation Racers [Psp],4X4 Jam,Racing,1.12,56,74,12,21.43
Modnation Racers [Psp],Touch Racing Nitro,Racing,1.12,56,66,12,21.43
Modnation Racers [Psp],Motor Toon Grand Prix 2,Racing,1.12,56,132,11,19.64
Modnation Racers [Psp],Hardcore 4X4,Racing,1.12,56,80,11,19.64
Modnation Racers [Psp],Tnt Racers [Psp],Racing,1.12,56,33,11,19.64
Modnation Racers [Psp],Rally Cross,Racing,1.12,56,67,11,19.64
Modnation Racers [Psp],Riff: Everyday Shooter [Psp],Arcade,1.12,56,134,11,19.64
Moe Waifu H Fantasy Ps4 & Ps5,Everhood: Eternity Edition,"Music, Rhythm",0.8,40,56,5,12.5
Moe Waifu H Fantasy Ps4 & Ps5,Beat Saber,"Music, Rhythm",0.8,40,57,4,10.0
Moe Waifu H Fantasy Ps4 & Ps5,Metal: Hellsinger (Ps4),"Music, Rhythm",0.8,40,28,4,10.0
Moe Waifu H Fantasy Ps4 & Ps5,Headbangers: Rhythm Royale,"Music, Rhythm",0.8,40,26,4,10.0
Moe Waifu H Fantasy Ps4 & Ps5,Disaster Band,Music,0.8,40,23,4,10.0
Moe Waifu H Fantasy Ps4 & Ps5,Road 96: Mile 0,"Music, Rhythm",0.8,40,37,3,7.5
Moe Waifu H Fantasy Ps4 & Ps5,Horse Dash,Puzzle,0.8,40,26,3,7.5
Moe Waifu H Fantasy Ps4 & Ps5,Rhythm Of The Gods,"Music, Rhythm",0.8,40,27,3,7.5
Moe Waifu H Fantasy Ps4 & Ps5,Persona 5: Dancing In Starlight,"Music, Rhythm",0.8,40,52,3,7.5
Moe Waifu H Fantasy Ps4 & Ps5,A Musical Story,"Music, Rhythm",0.8,40,53,3,7.5
Moe Waifu H Fantasy Ps4 & Ps5,Kizuna Ai - Touch The Beat!,"Music, Rhythm",0.8,40,29,3,7.5
Moe Waifu H Fantasy Ps4 & Ps5,Wheel Of Words: Crossword,Puzzle,0.8,40,39,3,7.5
Moe Waifu H Fantasy Ps4 & Ps5,Inside My Radio,"Music, Rhythm",0.8,40,35,3,7.5
Moe Waifu H Fantasy Ps4 & Ps5,The Button Be Fields,"Music, Rhythm",0.8,40,16,3,7.5
Moe Waifu H Fantasy Ps4 & Ps5,Adr1Ft,Puzzle,0.8,40,21,3,7.5
Moe Waifu H Genius Ps4 & Ps5,Collie Call,"Casual, Puzzle",0.34,17,22,4,23.53
Moe Waifu H Genius Ps4 & Ps5,Volley Pals,Casual,0.34,17,44,3,17.65
Momonga Pinball Adventures,Gigantosaurus: Dino Kart,Family,0.36,18,29,3,16.67
Mon Coach Personnel – Club Fitness,Jet Set Radio,Sport,0.52,26,116,8,30.77
Mon Coach Personnel – Club Fitness,Motogp 09/10,Sport,0.52,26,53,6,23.08
Mon Coach Personnel – Club Fitness,Road Trip Adventure,Sport,0.52,26,60,6,23.08
Mon Coach Personnel – Club Fitness,Wwe '13,Sport,0.52,26,57,6,23.08
Mon Coach Personnel – Club Fitness,Touchdown Fever,Sport,0.52,26,85,5,19.23
Mon Coach Personnel – Club Fitness,Nba 2K12,Sport,0.52,26,68,5,19.23
Mon Coach Personnel – Club Fitness,F1 2011,Sport,0.52,26,77,5,19.23
Mon Coach Personnel – Club Fitness,International Track & Field,Sport,0.52,26,83,5,19.23
Mon Coach Personnel – Club Fitness,Pdc World Championship Darts: Pro Tour,Sport,0.52,26,30,5,19.23
Mon Coach Personnel – Club Fitness,Rugby Challenge 2,Sport,0.52,26,22,5,19.23
Mon Coach Personnel – Club Fitness,Rugby Challenge 3,Sport,0.52,26,51,4,15.38
Mon Coach Personnel – Club Fitness,Street Skater 2,Sport,0.52,26,66,4,15.38
Mon Coach Personnel – Club Fitness,Speedball 2 Evolution,Sport,0.52,26,166,4,15.38
Mon Coach Personnel – Club Fitness,Ronnie O'Sullivan'S Snooker,Sport,0.52,26,84,4,15.38
Mon Coach Personnel – Club Fitness,Mx World Tour,Sport,0.52,26,37,4,15.38
Monaco 2,Monster Train 2,"Indie, Strategy",0.36,18,38,3,16.67
Monaco 2,Fabledom,"Indie, Strategy",0.36,18,18,3,16.67
Monaco 2,Snow Journey,Adventure,0.36,18,10,3,16.67
Money Laundering Simulator,Aquatic Life: Fish Simulator Rpg,Simulator,0.52,26,22,3,11.54
Money Laundering Simulator,Unboxing: Cozy Home Simulator,Simulator,0.52,26,33,3,11.54
Monkey Lost,Wizard Of Legend 2,Adventure,0.46,23,26,4,17.39
Monkey Lost,Capes,"Adventure, Visual Novel",0.46,23,51,3,13.04
Monkey Lost,Being An Astronaut,"Adventure, Visual Novel",0.46,23,24,3,13.04
Monkey Lost,Jaden & Jasmine: The Curse Of Deception,"Adventure, Visual Novel",0.46,23,25,3,13.04
Monkey Lost,Big Adventure: Trip To Europe 2 Collector'S Edition,Adventure,0.46,23,21,3,13.04
Monkey Lost,Silence Under The Dome,Visual Novel,0.46,23,19,3,13.04
Monkey Lost,Tales From Toyotoki: Arrival Of The Witch,"Adventure, Visual Novel",0.46,23,19,3,13.04
Monkey Lost,Forest Of Terenu,Visual Novel,0.46,23,15,3,13.04
Monkey Lost,The Oregon Trail,Adventure,0.46,23,18,3,13.04
Monochrome Racing,Cool Boarders 2,"Racing, Sports",2.28,114,124,38,33.33
Monochrome Racing,Le Package Big Head,"Racing, Sports",2.28,114,126,37,32.46
Monochrome Racing,Reel Fishing,Sports,2.28,114,141,32,28.07
Monochrome Racing,Wwe All Stars,Sports,2.28,114,149,29,25.44
Monochrome Racing,Vt Tennis,Sports,2.28,114,91,29,25.44
Monochrome Racing,Pêche D’Une Chiquenaude,Sports,2.28,114,85,29,25.44
Monochrome Racing,Everybody’S Golf 2,Sports,2.28,114,137,27,23.68
Monochrome Racing,Let'S Golf!,Sports,2.28,114,85,27,23.68
Monochrome Racing,Everybody'S Golf 2 [Psp],Sports,2.28,114,88,27,23.68
Monochrome Racing,Bigs 2 [Psp],Sports,2.28,114,63,27,23.68
Monochrome Racing,Doodle Pool,Sports,2.28,114,92,26,22.81
Monochrome Racing,Everybody'S Tennis [Psp],Sports,2.28,114,95,25,21.93
Monochrome Racing,Arcade Air Hockey & Bowling,Sports,2.28,114,83,24,21.05
Monochrome Racing,Major League Baseball 2K9 [Psp],Sports,2.28,114,70,23,20.18
Monochrome Racing,Everybody'S Golf [Psp],Sports,2.28,114,102,23,20.18
Monopoly 2024,Monster Prom 3: Monster Roadtrip Xxl Ps4 & Ps5,"Casual, Party",0.72,36,43,4,11.11
Monopoly 2024,Gigabash,Party,0.72,36,35,4,11.11
Monopoly 2024,Paddles,Party,0.72,36,39,4,11.11
Monopoly 2024,Among Us,Party,0.72,36,25,4,11.11
Monopoly 2024,Mushroom Colors,Casual,0.72,36,39,3,8.33
Monopoly 2024,Boti: Byteland Overclocked,Casual,0.72,36,25,3,8.33
Monopoly 2024,Palm Reading Premium,Casual,0.72,36,35,3,8.33
Monopoly Deal,Best Of Solitaire,Party,0.52,26,102,9,34.62
Monopoly Deal,Extreme Exorcism,Party,0.52,26,73,9,34.62
Monopoly Deal,Sports Champions,Party,0.52,26,60,8,30.77
Monopoly Deal,Everyone Sing,Party,0.52,26,67,8,30.77
Monopoly Deal,Wicked Monsters Blast! Hd,Party,0.52,26,44,8,30.77
Monopoly Deal,High Velocity Bowling,Party,0.52,26,67,7,26.92
Monopoly Deal,The Cube,Party,0.52,26,51,6,23.08
Monopoly Deal,Get Up And Dance,Party,0.52,26,57,5,19.23
Monopoly Deal,The Jackbox Party Pack 2,Party,0.52,26,41,5,19.23
Monopoly Deal,Buzz! Junior: Robots En Folie,Party,0.52,26,24,5,19.23
Monopoly Deal,Blue Toad Murder Files Episode 1,Party,0.52,26,56,5,19.23
Monopoly Deal,Buzz! Junior: Singes En Délire,Party,0.52,26,18,5,19.23
Monopoly Deal,Carnival Island,Party,0.52,26,24,5,19.23
Monopoly Deal,Umjammer Lammy,Party,0.52,26,64,4,15.38
Monopoly Deal,Beat Sketcher,Party,0.52,26,85,4,15.38
Monopoly Plus,Toejam & Earl: Panic On Funkotron,Family,0.68,34,40,10,29.41
Monopoly Plus,Lemmings,Family,0.68,34,73,9,26.47
Monopoly Plus,Syberia 2,Family,0.68,34,51,8,23.53
Monopoly Plus,Lego Batman 2: Dc Super Heroes,Family,0.68,34,48,8,23.53
Monopoly Plus,Sonic & All Stars Racing Transformed,Family,0.68,34,48,8,23.53
Monopoly Plus,Feeding Frenzy 2: Shipwreck Showdown,Family,0.68,34,25,8,23.53
Monopoly Plus,Littlebigplanet Karting,Family,0.68,34,35,7,20.59
Monopoly Plus,Wicked Monsters Blast! Hd,Family,0.68,34,44,7,20.59
Monopoly Plus,Lego Harry Potter: Années 5-7,Family,0.68,34,56,7,20.59
Monopoly Plus,Blue Toad Murder Files Episode 1,Family,0.68,34,56,7,20.59
Monopoly Plus,Winnie The Pooh,Family,0.68,34,27,7,20.59
Monopoly Plus,Apprends Avec Les Pooyoos - Episode 2,Family,0.68,34,54,6,17.65
Monopoly Plus,Trivial Pursuit Live!,Family,0.68,34,28,6,17.65
Monopoly Plus,Apprends Avec Les Pooyoos - Episode 1,Family,0.68,34,55,6,17.65
Monopoly Plus,The Cube,Family,0.68,34,51,6,17.65
Monospaced Lovers,Bad End Theater,"Adventure, Indie, Puzzle",0.3,15,29,3,20.0
Monsieur Trials,Édition Standard Ps4 & Ps5 - Demon Slayer -Kimetsu No Yaiba- The Hinokami Chronicles 2,Unknown,0.12,6,22,3,50.0
Monster Energy Supercross - The Official Videogame 5 Ps4 & Ps5,Motocross Ramp Madness,Racing,0.22,11,28,3,27.27
Monster Energy Supercross - The Official Videogame 5 Ps4 & Ps5,Agent Intercept Ps4 & Ps5,Racing,0.22,11,30,3,27.27
Monster Energy Supercross 25 - The Official Video Game,Truck Simulator Cargo Driver 2024 - Usa,"Racing, Simulator",0.42,21,21,4,19.05
Monster Energy Supercross 25 - The Official Video Game,Resist,Simulator,0.42,21,17,3,14.29
Monster Energy Supercross 25 - The Official Video Game,Game & Console Supermarket: Business Simulator,Simulator,0.42,21,42,3,14.29
Monster Energy Supercross 25 - The Official Video Game,Hundred Days - Winemaking Simulator,Simulator,0.42,21,18,3,14.29
Monster High Skulltimate Secrets,Cats And Seek : Dino Park,Family,0.54,27,39,4,14.81
Monster High Skulltimate Secrets,Kiki - A Vibrant 3D Platformer Ps4 & Ps5,Family,0.54,27,36,3,11.11
Monster High Skulltimate Secrets,Le Grinch : Les Aventures De Noël - Édition Joyeuse Et Espiègle,Family,0.54,27,21,3,11.11
Monster High Skulltimate Secrets,Pokettohiro Ps4 & Ps5,Adventure,0.54,27,10,3,11.11
Monster Hunter Freedom 2 Essentials,Patapon 3 Déblocage En Ligne [Psp],Unknown,0.36,18,47,7,38.89
Monster Hunter Freedom 2 Essentials,I Kill Zombies,Unknown,0.36,18,56,6,33.33
Monster Hunter Freedom 2 Essentials,Locoroco 2 (Esn) [Psp],Unknown,0.36,18,39,5,27.78
Monster Hunter Freedom 2 Essentials,Ssx On Tour Essentials,Unknown,0.36,18,23,5,27.78
Monster Hunter Freedom 2 Essentials,Petz Ma Famille Chiots [Psp],Unknown,0.36,18,35,5,27.78
Monster Hunter Freedom 2 Essentials,Namco Heritage Bundle,Unknown,0.36,18,48,4,22.22
Monster Hunter Freedom 2 Essentials,All-In-One Sports Collection,Unknown,0.36,18,44,4,22.22
Monster Hunter Freedom 2 Essentials,Dynogems + Tehra Dark Warrior,Unknown,0.36,18,58,4,22.22
Monster Hunter Freedom 2 Essentials,"Monstres & Cie L,Île De L,Épouvante",Unknown,0.36,18,64,4,22.22
Monster Hunter Freedom 2 Essentials,Pack Vert [Psp],Unknown,0.36,18,44,4,22.22
Monster Hunter Freedom 2 Essentials,Spinout [Psp],Unknown,0.36,18,30,4,22.22
Monster Hunter Freedom 2 Essentials,Go! Explore (Psn),Unknown,0.36,18,13,4,22.22
